objectid,cip_id,title,start_cnst,cncl_dist,cip_stat,comp_area,ext_phone,asset_type,desc_text,hyperlink,shape_Length
471,B13197,Sewer & AC Water Group 776 (W),3/27/2017 0:00:00,4,Post Construction,MID-CITY:EASTERN AREA,6195334207,Water - Distribution Sys - Distribution,"Replace approximately 6,877 linear feet of high priority AC water mains with new PVC water mains, including associated water services, fire hydrants, curb ramps and appurtenances.  Project is located in Mid-City:   Eastern Area, Council District 4.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B13197,8518.469173307890742
472,S23011,Cypress Dr Cultural Corridor,11/24/2025 0:00:00,8,Design,SAN YSIDRO,6195334207,Trans - Roadway - Enhance/Scape/Medians,"The objective of this project is to enhance pedestrian safety on Cypress Drive. Key elements of this project include a dedicated pedestrian path, installation of additional streetlights, and undergrounding of overhead powerlines.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S23011,1415.428459479077901
473,B19196,Mission Valley West Improv 1 (W),12/26/2025 0:00:00,3,Design,MISSION VALLEY,6195334207,Water - Distribution Sys - Distribution,"Replace approximately 15,690 LF 2.97 miles of existing asbestos cement AC, and abandon approximately 556 LF 0.11 miles of existing water mains, including associated water services, fire hydrants, curb ramps, traffic control, etc.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B19196,15630.041731483010153
474,B19120,La Jolla Improv 1 (W),8/26/2024 0:00:00,1,Construction,"LA JOLLA, UNIVERSITY",6195334207,Water - Distribution Sys - Distribution,"The project proposes construction of approximately 7,920 LF 1.50 miles of new polyvinyl chloride PVC water mains to replace existing 1.5, 4, 6, 8, 12, and16-inch diameter asbestos cement AC water mains including all associated water services, fire hydrants, valves, water meters, and other appurtenances. The project also proposes to abandon 1,471 LF 0.28 miles of existing 8, 12, and 16-inch AC water mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B19120,8811.257431911253661
475,B20026,Clairemont Mesa East Improv 3 (S),8/9/2024 0:00:00,2,Construction,CLAIREMONT MESA,6195334207,Wastewater - Collection Sys - Main,"Construction of 627 linear feet LF 0.12 miles of 8-inch sewer mains to replace existing vitrified clay VC sewer mains. Rehabilitation of approximately 5,659 LF 1.07 miles of existing 8-inch diameter vitrified clay VC sewer mains. Sewer improvements also include the replacement of all associated sewer laterals, manholes, and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20026,6968.768541843754065
476,B20043,Clairemont Mesa East Improv 3 (W),8/9/2024 0:00:00,2,Construction,CLAIREMONT MESA,6195334207,Water - Distribution Sys - Distribution,"Construction of 1,387 linear feet LF 0.26 miles of 16-inch water mains to replace existing asbestos cement AC water mains. Water  improvements also include the replacement of all associated water services, fire hydrants, valves, water meters and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20043,1333.992412253957582
477,B23087,Sewer Group 836 (P),6/29/2023 0:00:00,3,Construction,UPTOWN,6195334207,Trans - Roadway,AC Overlay on 10th Ave between Pennsylvania Ave and Robinson Ave.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23087,346.026576761007334
478,B22092,Roseville/Fleet Ridge Improv 1 (W),3/25/2025 0:00:00,2,Construction,PENINSULA,6195334207,Water - Distribution Sys - Distribution,"Replace approx. 5,965 linear feet (1.13 miles) of water mains via open trench, including all associated water services, fire hydrants, valves, water meters, and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B22092,5518.330717648285827
479,B22097,Roseville/Fleet Ridge Improv 1 (S),3/25/2025 0:00:00,2,Construction,PENINSULA,6195334207,Wastewater - Collection Sys - Main,"Rehabilitate approximately 10,688 linear feet (2.02 mi) of 8-inch vitrified clay (VC) sewer mains. Install eleven (11) cleanouts, one (1) new manhole, and (207) sewer lateral cleanouts at the property line if needed. Complete eleven (6) external point repairs that requiring trenching and (1) internal point repair.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B22097,10789.427506895832266
480,B23081,Tierrasanta Improv 2A (S),7/14/2027 0:00:00,7,Design,TIERRASANTA,6195334207,Wastewater - Collection Sys - Main,"Replace and Rehabilitate approximately 6,304 LF (1.2 miles) of existing  8-inch sewer, including existing manholes and sewer laterals. Install  cleanouts and rehab manhole.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23081,6326.765716369734037
481,B16155,Storm Drain Group 828,6/21/2028 0:00:00,3,Design,NORTH PARK,6195334207,Drainage - Storm Drain Pipes,"Several CMP storm drain pipes located within the right-of-way in this neighborhood need to be replaced because the condition of the pipes are poor. Many of these pipes are corroded and have extensive damage. The deteriorated CMP storm drain pipes to be replaced with appropriate size RCP, the pipes to be extend to the well- defined low point as necessary, and energy dissipaters to be added. The project is located in the Uptown community and the CD3 - council districts.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16155,436.405769237028608
482,B11077,Sewer and Water Group 767A (S),9/28/2015 0:00:00,9,Post Construction,"MID-CITY:CITY HEIGHTS, MID-CITY:NORMAL HEIGHTS",6195334207,Wastewater - Collection Sys - Main,"Project consists of the installation and rehabilitation of approximately 12,791 linear feet of 8-inch, 10-inch, and 12-inch gravity sewer mains and all other appurtenances within the City Heights and Normal Heights community.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B11077,15018.423443638388562
483,B17049,Sewer & Water Group 767A (W),9/28/2015 0:00:00,9,Post Construction,"MID-CITY:CITY HEIGHTS, MID-CITY:NORMAL HEIGHTS",6195334207,Water - Distribution Sys - Distribution,Replacement of 1.34 miles of 8-inch and 12-inch water mains. ,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17049,7339.344010147859080
484,B23083,Cabrillo Palisades 600 Rezoning,8/15/2028 0:00:00,"2, 6, 7",Design,"KEARNY MESA, CLAIREMONT MESA, SERRA MESA",6195334207,Water - Distribution Sys - Distribution,"Install two (2) new Pressure Regulating Stations at Aero Dr/Daley Center Dr & 3230 Marathon Dr.Upsize approx. 0.65 miles of existing 6-in and 8-in AC water mains to 12-in pipes. Downsize approx. 0.09 miles of existing 24-in SCRW transmission main crossing the I-805 freeway to a new 16-in pipe. Install four (4) new red valves and replace five (5) red valves. Demolish the existing Cabrillo Palisades Pump Station. Construct approx. 0.27 miles of AC Overlay.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23083,7333.415614311528770
485,B23063,La Jolla Improv 6 (S),7/16/2027 0:00:00,1,Design,LA JOLLA,6195334207,Wastewater - Collection Sys - Main,"Sewer - This project shall install approximately 9,847 LF of 8-, 12-, and 15-inch sewer main. The project shall rehabilitate approximately 6,586 LF of existing 8-, 10-, 12- and 15-inch VC sewer main. The rehabilitation work shall include approximately 90 sewer laterals for rehabilitation and cleanout installation.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23063,16473.065760620942456
486,B23064,La Jolla Improv 6 (W),7/16/2027 0:00:00,1,Design,LA JOLLA,6195334207,Water - Distribution Sys - Distribution,"Water - This project shall install approximately 11,024 LF of 8- and 12-inch water main.  In addition, the project shall abandon 20 LF of 6-inch AC water main.  The project would also include the following improvements: curb ramps, slurry and street resurfacing.  Community Planning area: La Jolla; Council District:  9",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23064,11023.027336948500306
487,B23088,South Mission Beach SD Replacement (BL),4/1/2025 0:00:00,2,Construction,MISSION BEACH,6195334207,Trans - Bicycle Facilities (All Class.),Installation of bike lanes along Mission Blvd from N Jetty Rd to San Fernando Pl.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23088,3200.855799791487698
488,B24000,Lake Murray Improv 2 (BL),8/14/2023 0:00:00,7,Construction,NAVAJO,6195334207,Trans - Bicycle Facilities (All Class.),"Construction of bike lane facilities on Jackson Dr between Golfcrest Dr and Cowles Mt Blvd and Cowles Mt Blvd between Lake Adlon Dr and Navajo Rd, including AC Overlay.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24000,4243.993004489046143
489,B22003,Ocean Beach Improv 1 (W),11/23/2026 0:00:00,2,Bid / Award,OCEAN BEACH,6195334207,Water - Distribution Sys - Distribution,"Construction of approximately 1,850 linear feet (0.35 miles) of polyvinyl chloride (PVC) water mains to replace existing 2- and 6-inch asbestos cement (AC) water mains, including all associated water services, fire hydrants, valves, water meter boxes, and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B22003,1768.666162164038724
490,B22004,Ocean Beach Improv 1 (S),5/20/2027 0:00:00,2,Bid / Award,OCEAN BEACH,6195334207,Wastewater - Collection Sys - Main,"Construction of approximately 1,559 linear feet (0.30 miles) of PVC water mains to replace existing 6-, 8-, & 10-inch vitrified clay (VC) and concrete (CP) sewer mains, including associated laterals, manholes, cleanouts, and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B22004,2068.191726542335346
491,B22077,Hillcrest Improv 3 (S),8/19/2027 0:00:00,3,Design,"UPTOWN, BALBOA PARK",6195334207,Wastewater - Collection Sys - Main,"Construction of 5,833 LF (1.10 miles) sewer mains to rpl ex (VC) & (PVC), install of 3,784 LF (0.72 miles) of new PVC, rehab of 798 LF (0.15 miles) abandon 4,565 LF (0.86 miles) of ex VC sewer. Replumb 26 sewer laterals. Transportation: Construction of apprx 910 LF (0.17 miles) street resurfacing w/AC overlay. Funding provided by the Transportation Dept. (TD) using Delta Fund. The project scope to include 12 dual & 11 single curb ramps. Slurry paving of affected streets included.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B22077,14577.022132159450848
492,B23046,Downtown Complete St Impl. Ph. 3A2,3/18/2027 0:00:00,3,Design,"DOWNTOWN, UPTOWN",6195334207,Trans - Bicycle Facilities (All Class.),"The scope of the project is to install bicycle facilities at various locations within Downtown San Diego. The project also includes: road diets, lane diets, signal modifications, and curb ramps.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23046,10178.607822258811211
493,B13016,Campus Point Dr (9900) SD Repl,1/14/2027 0:00:00,6,Design,UNIVERSITY,6195334207,Drainage - Storm Drain Pipes,"Campus Point Dr (9900) SD Repl includes the installation of approximately 315 linear feet of 24"" reinforced concrete pipe storm drain to replace approximately 342 linear feet of existing 18"" corrugated metal pipe storm drain in the Campus Point Open Space northeast of Campus Point Drive. The project includes the associated catch basins, cleanouts, energy dissipaters, rip rap, slope repair, and revegetation.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B13016,344.407503571071459
494,B21022,Del Mar Heights Improvements 1 (S),8/2/2030 0:00:00,1,Design,TORREY PINES,6195334207,Wastewater - Collection Sys - Main,"Construction of approximately 10,180 linear feet (1.93 miles) of 8, 10 and 12-inch pipe to replace existing vitrified clay (VC) and polyvinyl chloride (PVC) sewer mains. Construction of approximately 1,371 linear feet (0.26 miles) of new 8, 10 and 12-inch pipe. Rehabilitation of approximately 3,725 linear feet (0.71 miles) of existing 8 and 10-inch VC sewer mains. Abandonment of 2,017 linear feet (0.38 miles) of existing VC and PVC sewer mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21022,18553.205599926335708
495,B21023,Del Mar Heights Improvements 1 (W),8/2/2030 0:00:00,1,Design,TORREY PINES,6195334207,Water - Distribution Sys - Distribution,"Construction of approximately 4,366 linear feet (0.83 miles) of 8 and 12-inch pipe to replace existing asbestos cement (AC) water mains. Construction of approximately 240 linear feet (0.05 miles) of new 8 and 10-inch pipe. Abandonment of 263 linear feet (0.05 miles) of existing AC and steel (STL) water mains. Abandonment of 3 existing Pressure Regulating Stations (PRS) and construction of 3 new PRS to be installed above ground on concrete pad with sound attenuation and SCADA.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21023,4634.817149678911846
496,B23144,Damon Ave Water Main Repl & AC Ext (P),4/25/2022 0:00:00,1,Post Construction,PACIFIC BEACH,6195334207,Trans - Roadway,The project is requesting delta funding to perform AC overlay work on Mission Bay Dr north of Damon Ave.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23144,605.068691217094056
497,B23107,6933 Neptune Place SD Emergency,2/22/2023 0:00:00,1,Construction,LA JOLLA,6195334207,Drainage - Storm Drain Pipes,"Temporary storm drain bypass system during rain events, replacement of the existing 18 inch CMP and inlet",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23107,65.670519865133969
498,B23089,ACC Sewer Group 851 (BL),8/14/2023 0:00:00,2,Construction,CLAIREMONT MESA,6195334207,Trans - Bicycle Facilities (All Class.),Installing Class IV (cycle tracks) on Genesee Ave btw Chateau Dr and Clairemont Mesa Bl. This project will be coordinating with B‐19063 ACC Sewer Group 851.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23089,2239.625032433238630
499,B23099,20100 San Pasqual Rd SD Replacement,9/11/2028 0:00:00,5,Design,SAN PASQUAL,6195334207,Drainage - Storm Drain Pipes,"Replace approx. 40 LF of existing 18-in CMP culvert with appropriately sized RCP culvert Install one (1) new headwall and one (1) new endwall Repair existing asphalt-paved ditch at north side of San Pasqual Rd",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23099,38.295240791097328 
500,B23135,7671 Macaw Lane SD Emergency,4/28/2023 0:00:00,7,Construction,SERRA MESA,6195334207,Drainage - Storm Drain Pipes,Scope of work includes the replacement of approximately 100  linear feet of 24-inch corrugated metal pipe(CMP)  for reinforced concrete metal pipe (RCP).,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23135,78.421270783049138
501,B23123,4304 Ebersole Dr SD Emergency,3/20/2023 0:00:00,8,Post Construction,OTAY MESA-NESTOR,6195334207,Drainage - Storm Drain Pipes,Scope of work includes the replacement of approximately 138 linear feet of 42-inch corrugated metal pipe(CMP)  for reinforced concrete metal pipe (RCP).,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23123,117.809475675225258
502,B23082,Eagle Ridge PS Replacement,10/26/2027 0:00:00,7,Design,NAVAJO,6195334207,Bldg - Water - Pump Stations,"Replace the existing Eagle Ridge Pump Station with a new pump station on-site. This project also installs new 16-inch suction and discharge lines for the pump station, replaces the distribution lines on Coleshill Drive, and abandon Climax Pump Station after Eagle Ridge Pump Station is operational.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23082,1998.946211950695442
503,B23138,Jerabek Park SD Emergency,4/4/2023 0:00:00,5,Construction,SCRIPPS MIRAMAR RANCH,6195334207,Drainage - Storm Drain Pipes,Work consists of replacement of approximately 37 LF of 30‐inch CMP storm drain with 30‐inch RCP.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23138,45.917889171545809
504,B23124,3232 Dove St SD Emergency,3/20/2023 0:00:00,3,Construction,UPTOWN,6195334207,Drainage - Storm Drain Pipes,Work consists of replacement of approximately 300 LF of 30‐inch CMP storm drain with 30‐inch RCP.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23124,218.404538957021117
505,B23134,Aldine Dr Storm Drain Emergency,3/27/2023 0:00:00,9,Construction,MID-CITY:KENSINGTON-TALMADGE,6195334207,Drainage - Storm Drain Pipes,"Work consists of abandoning approximately 80 feet of a 12-inch corrugated metal pipe (CMP) and install approximately 722 linear feet of new 18-inch RCP storm drain and headwalls, cleanouts, energy dissipator, and riprap at outfall.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23134,643.192219117800960
